Year,Season,Sport,Discipline,Country,Gender,Event,Medal
2008,Summer,Aquatics,Swimming,ITA,Women,200M Freestyle,Gold
2008,Summer,Aquatics,Swimming,SLO,Women,200M Freestyle,Silver
2008,Summer,Aquatics,Swimming,USA,Men,200M Individual Medley,Bronze
2008,Summer,Aquatics,Swimming,USA,Men,200M Individual Medley,Gold
2008,Summer,Aquatics,Swimming,HUN,Men,200M Individual Medley,Silver
2008,Summer,Aquatics,Swimming,USA,Women,200M Individual Medley,Bronze
2008,Summer,Aquatics,Swimming,AUS,Women,200M Individual Medley,Gold
2008,Summer,Aquatics,Swimming,ZIM,Women,200M Individual Medley,Silver
2008,Summer,Aquatics,Swimming,USA,Men,400M Freestyle,Bronze
2008,Summer,Aquatics,Swimming,KOR,Men,400M Freestyle,Gold
2008,Summer,Aquatics,Swimming,CHN,Men,400M Freestyle,Silver
2008,Summer,Aquatics,Swimming,GBR,Women,400M Freestyle,Bronze
2008,Summer,Aquatics,Swimming,GBR,Women,400M Freestyle,Gold
2008,Summer,Aquatics,Swimming,USA,Women,400M Freestyle,Silver
2008,Summer,Aquatics,Swimming,USA,Men,400M Individual Medley,Bronze
2008,Summer,Aquatics,Swimming,USA,Men,400M Individual Medley,Gold
2008,Summer,Aquatics,Swimming,HUN,Men,400M Individual Medley,Silver
2008,Summer,Aquatics,Swimming,USA,Women,400M Individual Medley,Bronze
2008,Summer,Aquatics,Swimming,AUS,Women,400M Individual Medley,Gold
2008,Summer,Aquatics,Swimming,ZIM,Women,400M Individual Medley,Silver
2008,Summer,Aquatics,Swimming,AUS,Men,4X100M Freestyle Relay,Bronze
2008,Summer,Aquatics,Swimming,USA,Men,4X100M Freestyle Relay,Gold
2008,Summer,Aquatics,Swimming,FRA,Men,4X100M Freestyle Relay,Silver
2008,Summer,Aquatics,Swimming,AUS,Women,4X100M Freestyle Relay,Bronze
2008,Summer,Aquatics,Swimming,NED,Women,4X100M Freestyle Relay,Gold
2008,Summer,Aquatics,Swimming,USA,Women,4X100M Freestyle Relay,Silver
2008,Summer,Aquatics,Swimming,JPN,Men,4X100M Medley Relay,Bronze
2008,Summer,Aquatics,Swimming,USA,Men,4X100M Medley Relay,Gold
2008,Summer,Aquatics,Swimming,AUS,Men,4X100M Medley Relay,Silver
2008,Summer,Aquatics,Swimming,CHN,Women,4X100M Medley Relay,Bronze
2008,Summer,Aquatics,Swimming,AUS,Women,4X100M Medley Relay,Gold
2008,Summer,Aquatics,Swimming,USA,Women,4X100M Medley Relay,Silver
2008,Summer,Aquatics,Swimming,AUS,Men,4X200M Freestyle Relay,Bronze
2008,Summer,Aquatics,Swimming,USA,Men,4X200M Freestyle Relay,Gold
2008,Summer,Aquatics,Swimming,RUS,Men,4X200M Freestyle Relay,Silver
2008,Summer,Aquatics,Swimming,USA,Women,4X200M Freestyle Relay,Bronze
2008,Summer,Aquatics,Swimming,AUS,Women,4X200M Freestyle Relay,Gold
2008,Summer,Aquatics,Swimming,CHN,Women,4X200M Freestyle Relay,Silver
2008,Summer,Aquatics,Swimming,FRA,Men,50M Freestyle,Bronze
2008,Summer,Aquatics,Swimming,BRA,Men,50M Freestyle,Gold
2008,Summer,Aquatics,Swimming,FRA,Men,50M Freestyle,Silver
2008,Summer,Aquatics,Swimming,AUS,Women,50M Freestyle,Bronze
2008,Summer,Aquatics,Swimming,GER,Women,50M Freestyle,Gold
2008,Summer,Aquatics,Swimming,USA,Women,50M Freestyle,Silver
2008,Summer,Aquatics,Swimming,DEN,Women,800M Freestyle,Bronze
2008,Summer,Aquatics,Swimming,GBR,Women,800M Freestyle,Gold
2008,Summer,Aquatics,Swimming,ITA,Women,800M Freestyle,Silver
2008,Summer,Aquatics,Swimming,GER,Men,Marathon 10KM,Bronze
2008,Summer,Aquatics,Swimming,NED,Men,Marathon 10KM,Gold
2008,Summer,Aquatics,Swimming,GBR,Men,Marathon 10KM,Silver
2008,Summer,Aquatics,Swimming,GBR,Women,Marathon 10KM,Bronze
2008,Summer,Aquatics,Swimming,RUS,Women,Marathon 10KM,Gold
2008,Summer,Aquatics,Swimming,GBR,Women,Marathon 10KM,Silver
2008,Summer,Aquatics,Synchronized S.,JPN,Women,Duet,Bronze
2008,Summer,Aquatics,Synchronized S.,RUS,Women,Duet,Gold
2008,Summer,Aquatics,Synchronized S.,ESP,Women,Duet,Silver
2008,Summer,Aquatics,Synchronized S.,CHN,Women,Team,Bronze
2008,Summer,Aquatics,Synchronized S.,RUS,Women,Team,Gold
2008,Summer,Aquatics,Synchronized S.,ESP,Women,Team,Silver
2008,Summer,Aquatics,Water polo,SRB,Men,Water Polo,Bronze
2008,Summer,Aquatics,Water polo,HUN,Men,Water Polo,Gold
2008,Summer,Aquatics,Water polo,USA,Men,Water Polo,Silver
2008,Summer,Aquatics,Water polo,AUS,Women,Water Polo,Bronze
2008,Summer,Aquatics,Water polo,NED,Women,Water Polo,Gold
2008,Summer,Aquatics,Water polo,USA,Women,Water Polo,Silver
2008,Summer,Archery,Archery,RUS,Men,Individual (Fita Olympic Round - 70M),Bronze
2008,Summer,Archery,Archery,UKR,Men,Individual (Fita Olympic Round - 70M),Gold
2008,Summer,Archery,Archery,KOR,Men,Individual (Fita Olympic Round - 70M),Silver
2008,Summer,Archery,Archery,KOR,Women,Individual (Fita Olympic Round - 70M),Bronze
2008,Summer,Archery,Archery,CHN,Women,Individual (Fita Olympic Round - 70M),Gold
2008,Summer,Archery,Archery,KOR,Women,Individual (Fita Olympic Round - 70M),Silver
2008,Summer,Archery,Archery,CHN,Men,Team (Fita Olympic Round - 70M),Bronze
2008,Summer,Archery,Archery,KOR,Men,Team (Fita Olympic Round - 70M),Gold
2008,Summer,Archery,Archery,ITA,Men,Team (Fita Olympic Round - 70M),Silver
2008,Summer,Archery,Archery,FRA,Women,Team (Fita Olympic Round - 70M),Bronze
2008,Summer,Archery,Archery,KOR,Women,Team (Fita Olympic Round - 70M),Gold
2008,Summer,Archery,Archery,CHN,Women,Team (Fita Olympic Round - 70M),Silver
2008,Summer,Athletics,Athletics,KEN,Men,10000M,Bronze
2008,Summer,Athletics,Athletics,ETH,Men,10000M,Gold
2008,Summer,Athletics,Athletics,ETH,Men,10000M,Silver
2008,Summer,Athletics,Athletics,USA,Women,10000M,Bronze
2008,Summer,Athletics,Athletics,ETH,Women,10000M,Gold
2008,Summer,Athletics,Athletics,TUR,Women,10000M,Silver
2008,Summer,Athletics,Athletics,USA,Men,100M,Bronze
2008,Summer,Athletics,Athletics,JAM,Men,100M,Gold
2008,Summer,Athletics,Athletics,TRI,Men,100M,Silver
2008,Summer,Athletics,Athletics,JAM,Women,100M,Gold
2008,Summer,Athletics,Athletics,JAM,Women,100M,Silver
2008,Summer,Athletics,Athletics,CAN,Women,100M Hurdles,Bronze
2008,Summer,Athletics,Athletics,USA,Women,100M Hurdles,Gold
2008,Summer,Athletics,Athletics,AUS,Women,100M Hurdles,Silver
2008,Summer,Athletics,Athletics,USA,Men,110M Hurdles,Bronze
2008,Summer,Athletics,Athletics,CUB,Men,110M Hurdles,Gold
2008,Summer,Athletics,Athletics,USA,Men,110M Hurdles,Silver
2008,Summer,Athletics,Athletics,FRA,Men,1500M,Bronze
2008,Summer,Athletics,Athletics,KEN,Men,1500M,Gold
2008,Summer,Athletics,Athletics,NZL,Men,1500M,Silver
2008,Summer,Athletics,Athletics,UKR,Women,1500M,Bronze
2008,Summer,Athletics,Athletics,KEN,Women,1500M,Gold
2008,Summer,Athletics,Athletics,UKR,Women,1500M,Silver
2008,Summer,Athletics,Athletics,USA,Men,200M,Bronze
2008,Summer,Athletics,Athletics,JAM,Men,200M,Gold
2008,Summer,Athletics,Athletics,USA,Men,200M,Silver
2008,Summer,Athletics,Athletics,JAM,Women,200M,Bronze
2008,Summer,Athletics,Athletics,JAM,Women,200M,Gold
2008,Summer,Athletics,Athletics,USA,Women,200M,Silver
2008,Summer,Athletics,Athletics,ITA,Women,20KM Race Walk,Bronze
2008,Summer,Athletics,Athletics,RUS,Women,20KM Race Walk,Gold
2008,Summer,Athletics,Athletics,NOR,Women,20KM Race Walk,Silver
2008,Summer,Athletics,Athletics,AUS,Men,20KM Walk,Bronze
2008,Summer,Athletics,Athletics,RUS,Men,20KM Walk,Gold
2008,Summer,Athletics,Athletics,ECU,Men,20KM Walk,Silver
2008,Summer,Athletics,Athletics,KEN,Men,3000M Steeplechase,Bronze
2008,Summer,Athletics,Athletics,KEN,Men,3000M Steeplechase,Gold
2008,Summer,Athletics,Athletics,FRA,Men,3000M Steeplechase,Silver
2008,Summer,Athletics,Athletics,RUS,Women,3000M Steeplechase,Bronze
2008,Summer,Athletics,Athletics,RUS,Women,3000M Steeplechase,Gold
2008,Summer,Athletics,Athletics,KEN,Women,3000M Steeplechase,Silver
2008,Summer,Athletics,Athletics,USA,Men,400M,Bronze
2008,Summer,Athletics,Athletics,USA,Men,400M,Gold
2008,Summer,Athletics,Athletics,USA,Men,400M,Silver
2008,Summer,Athletics,Athletics,USA,Women,400M,Bronze
2008,Summer,Athletics,Athletics,GBR,Women,400M,Gold
2008,Summer,Athletics,Athletics,JAM,Women,400M,Silver
2008,Summer,Athletics,Athletics,USA,Men,400M Hurdles,Bronze
2008,Summer,Athletics,Athletics,USA,Men,400M Hurdles,Gold
2008,Summer,Athletics,Athletics,USA,Men,400M Hurdles,Silver
2008,Summer,Athletics,Athletics,GBR,Women,400M Hurdles,Bronze
2008,Summer,Athletics,Athletics,JAM,Women,400M Hurdles,Gold
2008,Summer,Athletics,Athletics,USA,Women,400M Hurdles,Silver
2008,Summer,Athletics,Athletics,JPN,Men,4X100M Relay,Bronze
2008,Summer,Athletics,Athletics,JAM,Men,4X100M Relay,Gold
2008,Summer,Athletics,Athletics,TRI,Men,4X100M Relay,Silver
2008,Summer,Athletics,Athletics,NGR,Women,4X100M Relay,Bronze
2008,Summer,Athletics,Athletics,RUS,Women,4X100M Relay,Gold
2008,Summer,Athletics,Athletics,BEL,Women,4X100M Relay,Silver
2008,Summer,Athletics,Athletics,RUS,Men,4X400M Relay,Bronze
2008,Summer,Athletics,Athletics,USA,Men,4X400M Relay,Gold
2008,Summer,Athletics,Athletics,BAH,Men,4X400M Relay,Silver
2008,Summer,Athletics,Athletics,JAM,Women,4X400M Relay,Bronze
2008,Summer,Athletics,Athletics,USA,Women,4X400M Relay,Gold
2008,Summer,Athletics,Athletics,RUS,Women,4X400M Relay,Silver
2008,Summer,Athletics,Athletics,KEN,Men,5000M,Bronze
2008,Summer,Athletics,Athletics,ETH,Men,5000M,Gold
2008,Summer,Athletics,Athletics,KEN,Men,5000M,Silver
2008,Summer,Athletics,Athletics,ETH,Women,5000M,Bronze
2008,Summer,Athletics,Athletics,ETH,Women,5000M,Gold
2008,Summer,Athletics,Athletics,TUR,Women,5000M,Silver
2008,Summer,Athletics,Athletics,RUS,Men,50KM Walk,Bronze
2008,Summer,Athletics,Athletics,ITA,Men,50KM Walk,Gold
2008,Summer,Athletics,Athletics,AUS,Men,50KM Walk,Silver
2008,Summer,Athletics,Athletics,KEN,Men,800M,Bronze
2008,Summer,Athletics,Athletics,KEN,Men,800M,Gold
2008,Summer,Athletics,Athletics,SUD,Men,800M,Silver
2008,Summer,Athletics,Athletics,MAR,Women,800M,Bronze
2008,Summer,Athletics,Athletics,KEN,Women,800M,Gold
2008,Summer,Athletics,Athletics,KEN,Women,800M,Silver
2008,Summer,Athletics,Athletics,CUB,Men,Decathlon,Bronze
2008,Summer,Athletics,Athletics,USA,Men,Decathlon,Gold
2008,Summer,Athletics,Athletics,BLR,Men,Decathlon,Silver
2008,Summer,Athletics,Athletics,LTU,Men,Discus Throw,Bronze
2008,Summer,Athletics,Athletics,EST,Men,Discus Throw,Gold
2008,Summer,Athletics,Athletics,POL,Men,Discus Throw,Silver
2008,Summer,Athletics,Athletics,UKR,Women,Discus Throw,Bronze
2008,Summer,Athletics,Athletics,USA,Women,Discus Throw,Gold
2008,Summer,Athletics,Athletics,CUB,Women,Discus Throw,Silver
2008,Summer,Athletics,Athletics,BLR,Men,Hammer Throw,Bronze
2008,Summer,Athletics,Athletics,SLO,Men,Hammer Throw,Gold
2008,Summer,Athletics,Athletics,BLR,Men,Hammer Throw,Silver
2008,Summer,Athletics,Athletics,CHN,Women,Hammer Throw,Bronze
2008,Summer,Athletics,Athletics,BLR,Women,Hammer Throw,Gold
2008,Summer,Athletics,Athletics,CUB,Women,Hammer Throw,Silver
2008,Summer,Athletics,Athletics,RUS,Women,Heptathlon,Bronze
2008,Summer,Athletics,Athletics,UKR,Women,Heptathlon,Gold
2008,Summer,Athletics,Athletics,USA,Women,Heptathlon,Silver
2008,Summer,Athletics,Athletics,RUS,Men,High Jump,Bronze
2008,Summer,Athletics,Athletics,RUS,Men,High Jump,Gold
2008,Summer,Athletics,Athletics,GBR,Men,High Jump,Silver
2008,Summer,Athletics,Athletics,RUS,Women,High Jump,Bronze
2008,Summer,Athletics,Athletics,BEL,Women,High Jump,Gold
2008,Summer,Athletics,Athletics,CRO,Women,High Jump,Silver
2008,Summer,Athletics,Athletics,FIN,Men,Javelin Throw,Bronze
2008,Summer,Athletics,Athletics,NOR,Men,Javelin Throw,Gold
2008,Summer,Athletics,Athletics,LAT,Men,Javelin Throw,Silver
2008,Summer,Athletics,Athletics,GER,Women,Javelin Throw,Bronze
2008,Summer,Athletics,Athletics,CZE,Women,Javelin Throw,Gold
2008,Summer,Athletics,Athletics,RUS,Women,Javelin Throw,Silver
2008,Summer,Athletics,Athletics,CUB,Men,Long Jump,Bronze
2008,Summer,Athletics,Athletics,PAN,Men,Long Jump,Gold
2008,Summer,Athletics,Athletics,RSA,Men,Long Jump,Silver
2008,Summer,Athletics,Athletics,NGR,Women,Long Jump,Bronze
2008,Summer,Athletics,Athletics,BRA,Women,Long Jump,Gold
2008,Summer,Athletics,Athletics,RUS,Women,Long Jump,Silver
2008,Summer,Athletics,Athletics,ETH,Men,Marathon,Bronze
2008,Summer,Athletics,Athletics,KEN,Men,Marathon,Gold
2008,Summer,Athletics,Athletics,MAR,Men,Marathon,Silver
2008,Summer,Athletics,Athletics,CHN,Women,Marathon,Bronze
2008,Summer,Athletics,Athletics,ROU,Women,Marathon,Gold
2008,Summer,Athletics,Athletics,KEN,Women,Marathon,Silver
2008,Summer,Athletics,Athletics,UKR,Men,Pole Vault,Bronze
2008,Summer,Athletics,Athletics,AUS,Men,Pole Vault,Gold
2008,Summer,Athletics,Athletics,RUS,Men,Pole Vault,Silver
2008,Summer,Athletics,Athletics,RUS,Women,Pole Vault,Bronze
2008,Summer,Athletics,Athletics,RUS,Women,Pole Vault,Gold
2008,Summer,Athletics,Athletics,USA,Women,Pole Vault,Silver
2008,Summer,Athletics,Athletics,BLR,Men,Shot Put,Bronze
2008,Summer,Athletics,Athletics,POL,Men,Shot Put,Gold
2008,Summer,Athletics,Athletics,USA,Men,Shot Put,Silver
2008,Summer,Athletics,Athletics,BLR,Women,Shot Put,Bronze
2008,Summer,Athletics,Athletics,NZL,Women,Shot Put,Gold
2008,Summer,Athletics,Athletics,BLR,Women,Shot Put,Silver
2008,Summer,Athletics,Athletics,BAH,Men,Triple Jump,Bronze
2008,Summer,Athletics,Athletics,POR,Men,Triple Jump,Gold
2008,Summer,Athletics,Athletics,GBR,Men,Triple Jump,Silver
2008,Summer,Athletics,Athletics,GRE,Women,Triple Jump,Bronze
2008,Summer,Athletics,Athletics,CMR,Women,Triple Jump,Gold
2008,Summer,Athletics,Athletics,RUS,Women,Triple Jump,Silver
2008,Summer,Badminton,Badminton,KOR,Men,Doubles,Bronze
2008,Summer,Badminton,Badminton,CHN,Men,Doubles,Bronze
2008,Summer,Badminton,Badminton,INA,Men,Doubles,Gold
2008,Summer,Badminton,Badminton,KOR,Men,Doubles,Gold
2008,Summer,Badminton,Badminton,CHN,Men,Doubles,Silver
2008,Summer,Badminton,Badminton,INA,Men,Doubles,Silver
2008,Summer,Badminton,Badminton,CHN,Women,Doubles,Bronze
2008,Summer,Badminton,Badminton,CHN,Women,Doubles,Gold
2008,Summer,Badminton,Badminton,KOR,Women,Doubles,Gold
2008,Summer,Badminton,Badminton,KOR,Women,Doubles,Silver
2008,Summer,Badminton,Badminton,INA,Women,Doubles,Silver
2008,Summer,Badminton,Badminton,CHN,Men,Singles,Bronze
2008,Summer,Badminton,Badminton,CHN,Men,Singles,Gold
2008,Summer,Badminton,Badminton,MAS,Men,Singles,Silver
2008,Summer,Badminton,Badminton,INA,Women,Singles,Bronze
2008,Summer,Badminton,Badminton,CHN,Women,Singles,Gold
2008,Summer,Badminton,Badminton,CHN,Women,Singles,Silver
2008,Summer,Baseball,Baseball,USA,Men,Baseball,Bronze
2008,Summer,Baseball,Baseball,KOR,Men,Baseball,Gold
2008,Summer,Baseball,Baseball,CUB,Men,Baseball,Silver
2008,Summer,Basketball,Basketball,ARG,Men,Basketball,Bronze
2008,Summer,Basketball,Basketball,USA,Men,Basketball,Gold
2008,Summer,Basketball,Basketball,ESP,Men,Basketball,Silver
2008,Summer,Basketball,Basketball,RUS,Women,Basketball,Bronze
2008,Summer,Basketball,Basketball,USA,Women,Basketball,Gold
2008,Summer,Basketball,Basketball,AUS,Women,Basketball,Silver
2008,Summer,Boxing,Boxing,UKR,Men,+ 91KG (Super Heavyweight),Bronze
2008,Summer,Boxing,Boxing,GBR,Men,+ 91KG (Super Heavyweight),Bronze
2008,Summer,Boxing,Boxing,ITA,Men,+ 91KG (Super Heavyweight),Gold
2008,Summer,Boxing,Boxing,CHN,Men,+ 91KG (Super Heavyweight),Silver
2008,Summer,Boxing,Boxing,RUS,Men,48 - 51KG (Flyweight),Bronze
2008,Summer,Boxing,Boxing,ITA,Men,48 - 51KG (Flyweight),Bronze
2008,Summer,Boxing,Boxing,THA,Men,48 - 51KG (Flyweight),Gold
2008,Summer,Boxing,Boxing,CUB,Men,48 - 51KG (Flyweight),Silver
2008,Summer,Boxing,Boxing,IRL,Men,48KG (Light Flywieght),Bronze
2008,Summer,Boxing,Boxing,CUB,Men,48KG (Light Flywieght),Bronze
2008,Summer,Boxing,Boxing,CHN,Men,48KG (Light Flywieght),Gold
2008,Summer,Boxing,Boxing,MGL,Men,48KG (Light Flywieght),Silver
2008,Summer,Boxing,Boxing,MDA,Men,51 - 54KG (Bantamweight),Bronze
2008,Summer,Boxing,Boxing,MRI,Men,51 - 54KG (Bantamweight),Bronze
2008,Summer,Boxing,Boxing,MGL,Men,51 - 54KG (Bantamweight),Gold
2008,Summer,Boxing,Boxing,CUB,Men,51 - 54KG (Bantamweight),Silver
2008,Summer,Boxing,Boxing,AZE,Men,54 - 57KG (Featherweight),Bronze
2008,Summer,Boxing,Boxing,TUR,Men,54 - 57KG (Featherweight),Bronze
2008,Summer,Boxing,Boxing,UKR,Men,54 - 57KG (Featherweight),Gold
2008,Summer,Boxing,Boxing,FRA,Men,54 - 57KG (Featherweight),Silver
2008,Summer,Boxing,Boxing,ARM,Men,57 - 60KG (Lightweight),Bronze
2008,Summer,Boxing,Boxing,CUB,Men,57 - 60KG (Lightweight),Bronze
2008,Summer,Boxing,Boxing,RUS,Men,57 - 60KG (Lightweight),Gold
2008,Summer,Boxing,Boxing,FRA,Men,57 - 60KG (Lightweight),Silver
2008,Summer,Boxing,Boxing,CUB,Men,60 - 64 KG,Bronze
2008,Summer,Boxing,Boxing,FRA,Men,60 - 64 KG,Bronze
2008,Summer,Boxing,Boxing,DOM,Men,60 - 64 KG,Gold
2008,Summer,Boxing,Boxing,THA,Men,60 - 64 KG,Silver
2008,Summer,Boxing,Boxing,CHN,Men,64 - 69 KG,Bronze
2008,Summer,Boxing,Boxing,KOR,Men,64 - 69 KG,Bronze
2008,Summer,Boxing,Boxing,KAZ,Men,64 - 69 KG,Gold
2008,Summer,Boxing,Boxing,CUB,Men,64 - 69 KG,Silver
2008,Summer,Boxing,Boxing,IND,Men,69 - 75 KG,Bronze
2008,Summer,Boxing,Boxing,IRL,Men,69 - 75 KG,Bronze
2008,Summer,Boxing,Boxing,GBR,Men,69 - 75 KG,Gold
2008,Summer,Boxing,Boxing,CUB,Men,69 - 75 KG,Silver
2008,Summer,Boxing,Boxing,GBR,Men,75 - 81KG (Light-Heavyweight),Bronze
2008,Summer,Boxing,Boxing,KAZ,Men,75 - 81KG (Light-Heavyweight),Bronze
2008,Summer,Boxing,Boxing,CHN,Men,75 - 81KG (Light-Heavyweight),Gold
2008,Summer,Boxing,Boxing,IRL,Men,75 - 81KG (Light-Heavyweight),Silver
2008,Summer,Boxing,Boxing,CUB,Men,81 - 91KG (Heavyweight),Bronze
2008,Summer,Boxing,Boxing,USA,Men,81 - 91KG (Heavyweight),Bronze
2008,Summer,Boxing,Boxing,RUS,Men,81 - 91KG (Heavyweight),Gold
2008,Summer,Boxing,Boxing,ITA,Men,81 - 91KG (Heavyweight),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,CAN,Men,C-1 1000M (Canoe Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Men,C-1 1000M (Canoe Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,ESP,Men,C-1 1000M (Canoe Single),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,UKR,Men,C-1 500M (Canoe Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,RUS,Men,C-1 500M (Canoe Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,ESP,Men,C-1 500M (Canoe Single),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Men,C-2 1000M (Canoe Double),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,BLR,Men,C-2 1000M (Canoe Double),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,C-2 1000M (Canoe Double),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,C-2 500M (Canoe Double),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,CHN,Men,C-2 500M (Canoe Double),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,RUS,Men,C-2 500M (Canoe Double),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,AUS,Men,K-1 1000M (Kayak Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GBR,Men,K-1 1000M (Kayak Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,NOR,Men,K-1 1000M (Kayak Single),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GBR,Men,K-1 500M (Kayak Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,AUS,Men,K-1 500M (Kayak Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,CAN,Men,K-1 500M (Kayak Single),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Women,K-1 500M (Kayak Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,UKR,Women,K-1 500M (Kayak Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,ITA,Women,K-1 500M (Kayak Single),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,ITA,Men,K-2 1000M (Kayak Double),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,K-2 1000M (Kayak Double),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,DEN,Men,K-2 1000M (Kayak Double),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,BLR,Men,K-2 500M (Kayak Double),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,ESP,Men,K-2 500M (Kayak Double),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,K-2 500M (Kayak Double),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,FRA,Women,K-2 500M (Kayak Double),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Women,K-2 500M (Kayak Double),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,POL,Women,K-2 500M (Kayak Double),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Men,K-4 1000M (Kayak Four),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,BLR,Men,K-4 1000M (Kayak Four),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,SVK,Men,K-4 1000M (Kayak Four),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak F,AUS,Women,K-4 500M (Kayak Four),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak F,GER,Women,K-4 500M (Kayak Four),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak F,HUN,Women,K-4 500M (Kayak Four),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak S,AUS,Men,C-1 (Canoe Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak S,SVK,Men,C-1 (Canoe Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak S,GBR,Men,C-1 (Canoe Single),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak S,RUS,Men,C-2 (Canoe Double),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak S,SVK,Men,C-2 (Canoe Double),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak S,CZE,Men,C-2 (Canoe Double),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak S,TOG,Men,K-1 (Kayak Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak S,GER,Men,K-1 (Kayak Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak S,FRA,Men,K-1 (Kayak Single),Silver
2008,Summer,Canoe / Kayak,Canoe / Kayak S,AUT,Women,K-1 (Kayak Single),Bronze
2008,Summer,Canoe / Kayak,Canoe / Kayak S,SVK,Women,K-1 (Kayak Single),Gold
2008,Summer,Canoe / Kayak,Canoe / Kayak S,AUS,Women,K-1 (Kayak Single),Silver
2008,Summer,Cycling,BMX,USA,Men,Individual,Bronze
2008,Summer,Cycling,BMX,LAT,Men,Individual,Gold
2008,Summer,Cycling,BMX,USA,Men,Individual,Silver
2008,Summer,Cycling,BMX,USA,Women,Individual,Bronze
2008,Summer,Cycling,BMX,FRA,Women,Individual,Gold
2008,Summer,Cycling,BMX,FRA,Women,Individual,Silver
2008,Summer,Cycling,Cycling Road,SUI,Men,Individual Road Race,Bronze
2008,Summer,Cycling,Cycling Road,ESP,Men,Individual Road Race,Gold
2008,Summer,Cycling,Cycling Road,ITA,Women,Individual Road Race,Bronze
2008,Summer,Cycling,Cycling Road,GBR,Women,Individual Road Race,Gold
2008,Summer,Cycling,Cycling Road,SWE,Women,Individual Road Race,Silver
2008,Summer,Cycling,Cycling Road,USA,Men,Individual Time Trial,Bronze
2008,Summer,Cycling,Cycling Road,SUI,Men,Individual Time Trial,Gold
2008,Summer,Cycling,Cycling Road,SWE,Men,Individual Time Trial,Silver
2008,Summer,Cycling,Cycling Road,SUI,Women,Individual Time Trial,Bronze
2008,Summer,Cycling,Cycling Road,USA,Women,Individual Time Trial,Gold
2008,Summer,Cycling,Cycling Road,GBR,Women,Individual Time Trial,Silver
2008,Summer,Cycling,Cycling Track,GBR,Men,Individual Pursuit,Bronze
2008,Summer,Cycling,Cycling Track,GBR,Men,Individual Pursuit,Gold
2008,Summer,Cycling,Cycling Track,NZL,Men,Individual Pursuit,Silver
2008,Summer,Cycling,Cycling Track,UKR,Women,Individual Pursuit,Bronze
2008,Summer,Cycling,Cycling Track,GBR,Women,Individual Pursuit,Gold
2008,Summer,Cycling,Cycling Track,GBR,Women,Individual Pursuit,Silver
2008,Summer,Cycling,Cycling Track,JPN,Men,Keirin,Bronze
2008,Summer,Cycling,Cycling Track,GBR,Men,Keirin,Gold
